dataset,subject,backbone,AdaBN,EA,Original,Snapshot,TENT,original_illiterate,EA_pass70,EA_delta,TENT_pass70,TENT_delta,AdaBN_pass70,AdaBN_delta,Snapshot_pass70,Snapshot_delta,any_method_pass70,all_methods_fail70,n_methods_pass70,best_adaptive_acc,best_adaptive_method,best_delta
cho2017,52,EEGNet,71.0,71.0,64.0,71.0,76.5,True,True,7.0,True,12.5,True,7.0,True,7.0,True,False,4,76.5,TENT,12.5
lee2019,1,CSPNet,90.0,86.5,84.0,88.5,88.5,False,True,2.5,True,4.5,True,6.0,True,4.5,True,False,4,90.0,AdaBN,6.0
lee2019,1,Conformer,80.5,82.5,79.5,85.5,79.5,False,True,3.0,True,0.0,True,1.0,True,6.0,True,False,4,85.5,Snapshot,6.0
lee2019,1,EEGNet,85.5,86.0,85.5,86.5,85.5,False,True,0.5,True,0.0,True,0.0,True,1.0,True,False,4,86.5,Snapshot,1.0
lee2019,2,CSPNet,80.0,80.0,77.0,80.5,77.0,False,True,3.0,True,0.0,True,3.0,True,3.5,True,False,4,80.5,Snapshot,3.5
lee2019,2,Conformer,75.0,65.5,74.5,75.0,69.0,False,False,-9.0,False,-5.5,True,0.5,True,0.5,True,False,2,75.0,AdaBN,0.5
lee2019,2,EEGNet,61.5,73.0,69.5,80.5,74.5,True,True,3.5,True,5.0,False,-8.0,True,11.0,True,False,3,80.5,Snapshot,11.0
lee2019,3,CSPNet,88.0,84.5,84.5,91.0,88.5,False,True,0.0,True,4.0,True,3.5,True,6.5,True,False,4,91.0,Snapshot,6.5
lee2019,3,Conformer,90.5,91.5,86.0,85.5,89.5,False,True,5.5,True,3.5,True,4.5,True,-0.5,True,False,4,91.5,EA,5.5
lee2019,3,EEGNet,87.0,88.0,84.5,83.5,88.5,False,True,3.5,True,4.0,True,2.5,True,-1.0,True,False,4,88.5,TENT,4.0
lee2019,4,CSPNet,61.5,60.0,61.5,62.0,59.0,True,False,-1.5,False,-2.5,False,0.0,False,0.5,False,True,0,62.0,Snapshot,0.5
lee2019,4,Conformer,60.5,55.0,56.0,53.5,51.5,True,False,-1.0,False,-4.5,False,4.5,False,-2.5,False,True,0,60.5,AdaBN,4.5
lee2019,4,EEGNet,56.5,57.5,59.5,55.0,57.0,True,False,-2.0,False,-2.5,False,-3.0,False,-4.5,False,True,0,57.5,EA,-2.0
lee2019,5,CSPNet,94.5,93.0,91.0,89.5,92.0,False,True,2.0,True,1.0,True,3.5,True,-1.5,True,False,4,94.5,AdaBN,3.5
lee2019,5,Conformer,88.5,74.5,85.5,91.0,76.0,False,True,-11.0,True,-9.5,True,3.0,True,5.5,True,False,4,91.0,Snapshot,5.5
lee2019,5,EEGNet,88.0,92.0,89.5,89.5,91.0,False,True,2.5,True,1.5,True,-1.5,True,0.0,True,False,4,92.0,EA,2.5
lee2019,6,CSPNet,70.0,73.0,77.5,72.5,71.5,False,True,-4.5,True,-6.0,True,-7.5,True,-5.0,True,False,4,73.0,EA,-4.5
lee2019,6,Conformer,67.5,64.5,65.0,68.5,59.0,True,False,-0.5,False,-6.0,False,2.5,False,3.5,False,True,0,68.5,Snapshot,3.5
lee2019,6,EEGNet,69.5,71.5,67.5,71.5,69.5,True,True,4.0,False,2.0,False,2.0,True,4.0,True,False,2,71.5,EA,4.0
lee2019,7,CSPNet,60.5,64.5,60.0,63.5,63.0,True,False,4.5,False,3.0,False,0.5,False,3.5,False,True,0,64.5,EA,4.5
lee2019,7,Conformer,65.0,63.0,61.0,65.0,65.0,True,False,2.0,False,4.0,False,4.0,False,4.0,False,True,0,65.0,TENT,4.0
lee2019,7,EEGNet,69.0,66.0,62.5,59.5,66.0,True,False,3.5,False,3.5,False,6.5,False,-3.0,False,True,0,69.0,AdaBN,6.5
lee2019,8,CSPNet,76.0,78.5,72.5,78.0,75.5,False,True,6.0,True,3.0,True,3.5,True,5.5,True,False,4,78.5,EA,6.0
lee2019,8,Conformer,70.5,73.0,69.0,79.5,74.5,True,True,4.0,True,5.5,True,1.5,True,10.5,True,False,4,79.5,Snapshot,10.5
lee2019,8,EEGNet,80.0,81.0,76.5,79.0,77.0,False,True,4.5,True,0.5,True,3.5,True,2.5,True,False,4,81.0,EA,4.5
lee2019,9,CSPNet,82.0,83.0,83.0,83.0,78.5,False,True,0.0,True,-4.5,True,-1.0,True,0.0,True,False,4,83.0,EA,0.0
lee2019,9,Conformer,84.5,84.0,85.0,77.0,83.5,False,True,-1.0,True,-1.5,True,-0.5,True,-8.0,True,False,4,84.5,AdaBN,-0.5
lee2019,9,EEGNet,81.0,85.0,81.5,85.5,84.0,False,True,3.5,True,2.5,True,-0.5,True,4.0,True,False,4,85.5,Snapshot,4.0
lee2019,10,CSPNet,67.5,67.0,57.5,69.0,69.5,True,False,9.5,False,12.0,False,10.0,False,11.5,False,True,0,69.5,TENT,12.0
lee2019,10,Conformer,72.5,69.5,71.5,71.5,71.0,False,False,-2.0,True,-0.5,True,1.0,True,0.0,True,False,3,72.5,AdaBN,1.0
lee2019,10,EEGNet,69.5,68.5,58.0,65.5,69.0,True,False,10.5,False,11.0,False,11.5,False,7.5,False,True,0,69.5,AdaBN,11.5
lee2019,11,CSPNet,52.0,54.5,56.5,58.5,58.5,True,False,-2.0,False,2.0,False,-4.5,False,2.0,False,True,0,58.5,TENT,2.0
lee2019,11,Conformer,53.5,50.0,56.0,53.5,51.5,True,False,-6.0,False,-4.5,False,-2.5,False,-2.5,False,True,0,53.5,AdaBN,-2.5
lee2019,11,EEGNet,54.0,55.0,57.0,58.0,56.5,True,False,-2.0,False,-0.5,False,-3.0,False,1.0,False,True,0,58.0,Snapshot,1.0
lee2019,12,CSPNet,66.5,67.5,66.0,68.0,70.5,True,False,1.5,True,4.5,False,0.5,False,2.0,True,False,1,70.5,TENT,4.5
lee2019,12,Conformer,67.0,71.5,69.0,71.5,71.5,True,True,2.5,True,2.5,False,-2.0,True,2.5,True,False,3,71.5,EA,2.5
lee2019,12,EEGNet,70.5,69.5,72.0,70.5,68.0,False,False,-2.5,False,-4.0,True,-1.5,True,-1.5,True,False,2,70.5,AdaBN,-1.5
lee2019,13,CSPNet,62.5,62.5,55.0,60.5,58.5,True,False,7.5,False,3.5,False,7.5,False,5.5,False,True,0,62.5,EA,7.5
lee2019,13,Conformer,66.0,63.0,59.0,60.0,65.0,True,False,4.0,False,6.0,False,7.0,False,1.0,False,True,0,66.0,AdaBN,7.0
lee2019,13,EEGNet,61.0,63.0,54.5,57.0,62.0,True,False,8.5,False,7.5,False,6.5,False,2.5,False,True,0,63.0,EA,8.5
lee2019,14,CSPNet,81.5,77.5,75.0,81.5,85.0,False,True,2.5,True,10.0,True,6.5,True,6.5,True,False,4,85.0,TENT,10.0
lee2019,14,Conformer,81.0,74.5,72.0,75.0,72.5,False,True,2.5,True,0.5,True,9.0,True,3.0,True,False,4,81.0,AdaBN,9.0
lee2019,14,EEGNet,79.0,79.5,77.0,78.5,78.5,False,True,2.5,True,1.5,True,2.0,True,1.5,True,False,4,79.5,EA,2.5
lee2019,15,CSPNet,59.5,60.0,51.5,63.0,63.0,True,False,8.5,False,11.5,False,8.0,False,11.5,False,True,0,63.0,TENT,11.5
lee2019,15,Conformer,60.0,53.5,53.5,53.5,53.5,True,False,0.0,False,0.0,False,6.5,False,0.0,False,True,0,60.0,AdaBN,6.5
lee2019,15,EEGNet,61.0,55.0,53.5,52.0,53.0,True,False,1.5,False,-0.5,False,7.5,False,-1.5,False,True,0,61.0,AdaBN,7.5
lee2019,16,CSPNet,60.5,58.0,61.5,62.0,61.0,True,False,-3.5,False,-0.5,False,-1.0,False,0.5,False,True,0,62.0,Snapshot,0.5
lee2019,16,Conformer,62.0,62.5,61.5,61.5,57.0,True,False,1.0,False,-4.5,False,0.5,False,0.0,False,True,0,62.5,EA,1.0
lee2019,16,EEGNet,57.5,64.0,58.5,60.5,65.0,True,False,5.5,False,6.5,False,-1.0,False,2.0,False,True,0,65.0,TENT,6.5
lee2019,17,CSPNet,69.0,68.0,67.0,72.0,71.0,True,False,1.0,True,4.0,False,2.0,True,5.0,True,False,2,72.0,Snapshot,5.0
lee2019,17,Conformer,68.0,70.0,64.5,69.5,64.0,True,True,5.5,False,-0.5,False,3.5,False,5.0,True,False,1,70.0,EA,5.5
lee2019,17,EEGNet,70.0,64.0,60.0,71.5,61.5,True,False,4.0,False,1.5,True,10.0,True,11.5,True,False,2,71.5,Snapshot,11.5
lee2019,18,CSPNet,87.0,85.0,86.0,89.0,86.0,False,True,-1.0,True,0.0,True,1.0,True,3.0,True,False,4,89.0,Snapshot,3.0
lee2019,18,Conformer,91.5,79.5,82.0,93.0,83.0,False,True,-2.5,True,1.0,True,9.5,True,11.0,True,False,4,93.0,Snapshot,11.0
lee2019,18,EEGNet,91.5,91.0,85.0,90.5,93.0,False,True,6.0,True,8.0,True,6.5,True,5.5,True,False,4,93.0,TENT,8.0
lee2019,19,CSPNet,82.0,84.5,81.5,85.0,84.5,False,True,3.0,True,3.0,True,0.5,True,3.5,True,False,4,85.0,Snapshot,3.5
lee2019,19,Conformer,80.0,76.0,66.0,82.5,77.0,True,True,10.0,True,11.0,True,14.0,True,16.5,True,False,4,82.5,Snapshot,16.5
lee2019,19,EEGNet,82.0,78.0,68.0,84.5,81.5,True,True,10.0,True,13.5,True,14.0,True,16.5,True,False,4,84.5,Snapshot,16.5
lee2019,20,CSPNet,77.5,73.0,74.5,73.0,71.0,False,True,-1.5,True,-3.5,True,3.0,True,-1.5,True,False,4,77.5,AdaBN,3.0
lee2019,20,Conformer,70.0,73.5,75.0,70.5,64.0,False,True,-1.5,False,-11.0,True,-5.0,True,-4.5,True,False,3,73.5,EA,-1.5
lee2019,20,EEGNet,71.5,72.5,67.5,69.5,74.0,True,True,5.0,True,6.5,True,4.0,False,2.0,True,False,3,74.0,TENT,6.5
lee2019,21,CSPNet,94.0,83.0,86.0,94.5,91.5,False,True,-3.0,True,5.5,True,8.0,True,8.5,True,False,4,94.5,Snapshot,8.5
lee2019,21,Conformer,93.0,82.0,76.5,86.0,92.5,False,True,5.5,True,16.0,True,16.5,True,9.5,True,False,4,93.0,AdaBN,16.5
lee2019,21,EEGNet,95.0,87.0,88.5,87.0,94.5,False,True,-1.5,True,6.0,True,6.5,True,-1.5,True,False,4,95.0,AdaBN,6.5
lee2019,22,CSPNet,78.0,70.0,65.0,72.5,77.5,True,True,5.0,True,12.5,True,13.0,True,7.5,True,False,4,78.0,AdaBN,13.0
lee2019,22,Conformer,76.5,63.5,61.0,71.5,70.5,True,False,2.5,True,9.5,True,15.5,True,10.5,True,False,3,76.5,AdaBN,15.5
lee2019,22,EEGNet,75.0,69.5,70.0,73.5,78.0,False,False,-0.5,True,8.0,True,5.0,True,3.5,True,False,3,78.0,TENT,8.0
lee2019,23,CSPNet,82.0,76.5,77.5,80.0,78.5,False,True,-1.0,True,1.0,True,4.5,True,2.5,True,False,4,82.0,AdaBN,4.5
lee2019,23,Conformer,81.0,77.0,79.0,71.5,71.5,False,True,-2.0,True,-7.5,True,2.0,True,-7.5,True,False,4,81.0,AdaBN,2.0
lee2019,23,EEGNet,79.0,74.0,79.5,77.5,71.5,False,True,-5.5,True,-8.0,True,-0.5,True,-2.0,True,False,4,79.0,AdaBN,-0.5
lee2019,24,CSPNet,56.0,54.5,53.5,58.0,56.5,True,False,1.0,False,3.0,False,2.5,False,4.5,False,True,0,58.0,Snapshot,4.5
lee2019,24,Conformer,55.5,58.5,52.0,54.0,57.0,True,False,6.5,False,5.0,False,3.5,False,2.0,False,True,0,58.5,EA,6.5
lee2019,24,EEGNet,60.0,60.5,59.5,57.5,57.5,True,False,1.0,False,-2.0,False,0.5,False,-2.0,False,True,0,60.5,EA,1.0
lee2019,25,CSPNet,57.5,56.0,59.0,61.0,63.5,True,False,-3.0,False,4.5,False,-1.5,False,2.0,False,True,0,63.5,TENT,4.5
lee2019,25,Conformer,59.0,63.5,63.0,57.5,60.5,True,False,0.5,False,-2.5,False,-4.0,False,-5.5,False,True,0,63.5,EA,0.5
lee2019,25,EEGNet,61.0,61.0,58.0,63.0,59.5,True,False,3.0,False,1.5,False,3.0,False,5.0,False,True,0,63.0,Snapshot,5.0
lee2019,26,CSPNet,61.5,63.5,66.0,63.0,63.5,True,False,-2.5,False,-2.5,False,-4.5,False,-3.0,False,True,0,63.5,EA,-2.5
lee2019,26,Conformer,63.0,66.5,60.5,67.5,56.5,True,False,6.0,False,-4.0,False,2.5,False,7.0,False,True,0,67.5,Snapshot,7.0
lee2019,26,EEGNet,61.5,64.0,62.5,61.0,63.5,True,False,1.5,False,1.0,False,-1.0,False,-1.5,False,True,0,64.0,EA,1.5
lee2019,27,CSPNet,53.5,55.5,54.5,58.5,57.5,True,False,1.0,False,3.0,False,-1.0,False,4.0,False,True,0,58.5,Snapshot,4.0
lee2019,27,Conformer,52.0,51.0,55.0,59.5,50.5,True,False,-4.0,False,-4.5,False,-3.0,False,4.5,False,True,0,59.5,Snapshot,4.5
lee2019,27,EEGNet,54.0,56.0,51.5,55.0,53.5,True,False,4.5,False,2.0,False,2.5,False,3.5,False,True,0,56.0,EA,4.5
lee2019,28,CSPNet,89.5,92.0,90.5,91.0,91.0,False,True,1.5,True,0.5,True,-1.0,True,0.5,True,False,4,92.0,EA,1.5
lee2019,28,Conformer,88.0,81.0,85.5,91.0,80.5,False,True,-4.5,True,-5.0,True,2.5,True,5.5,True,False,4,91.0,Snapshot,5.5
lee2019,28,EEGNet,87.5,86.5,86.0,92.5,87.5,False,True,0.5,True,1.5,True,1.5,True,6.5,True,False,4,92.5,Snapshot,6.5
lee2019,29,CSPNet,65.0,71.5,66.0,65.5,63.0,True,True,5.5,False,-3.0,False,-1.0,False,-0.5,True,False,1,71.5,EA,5.5
lee2019,29,Conformer,62.0,66.5,77.0,54.5,61.0,False,False,-10.5,False,-16.0,False,-15.0,False,-22.5,False,True,0,66.5,EA,-10.5
lee2019,29,EEGNet,65.0,62.5,73.0,67.5,62.0,False,False,-10.5,False,-11.0,False,-8.0,False,-5.5,False,True,0,67.5,Snapshot,-5.5
lee2019,30,CSPNet,73.5,71.0,72.0,74.0,74.0,False,True,-1.0,True,2.0,True,1.5,True,2.0,True,False,4,74.0,TENT,2.0
lee2019,30,Conformer,71.0,60.0,63.0,66.5,61.0,True,False,-3.0,False,-2.0,True,8.0,False,3.5,True,False,1,71.0,AdaBN,8.0
lee2019,30,EEGNet,69.5,66.0,71.0,70.5,65.5,False,False,-5.0,False,-5.5,False,-1.5,True,-0.5,True,False,1,70.5,Snapshot,-0.5
lee2019,31,CSPNet,68.0,67.5,62.0,72.0,70.0,True,False,5.5,True,8.0,False,6.0,True,10.0,True,False,2,72.0,Snapshot,10.0
lee2019,31,Conformer,71.0,70.0,69.5,69.0,63.5,True,True,0.5,False,-6.0,True,1.5,False,-0.5,True,False,2,71.0,AdaBN,1.5
lee2019,31,EEGNet,66.5,63.0,62.5,64.5,70.0,True,False,0.5,True,7.5,False,4.0,False,2.0,True,False,1,70.0,TENT,7.5
lee2019,32,CSPNet,93.0,96.0,96.0,93.0,96.5,False,True,0.0,True,0.5,True,-3.0,True,-3.0,True,False,4,96.5,TENT,0.5
lee2019,32,Conformer,91.5,92.0,92.0,93.0,86.5,False,True,0.0,True,-5.5,True,-0.5,True,1.0,True,False,4,93.0,Snapshot,1.0
lee2019,32,EEGNet,91.5,93.5,94.0,95.5,92.5,False,True,-0.5,True,-1.5,True,-2.5,True,1.5,True,False,4,95.5,Snapshot,1.5
lee2019,33,CSPNet,94.0,93.5,95.0,96.5,97.0,False,True,-1.5,True,2.0,True,-1.0,True,1.5,True,False,4,97.0,TENT,2.0
lee2019,33,Conformer,94.0,93.5,95.0,93.0,97.0,False,True,-1.5,True,2.0,True,-1.0,True,-2.0,True,False,4,97.0,TENT,2.0
lee2019,33,EEGNet,95.0,94.0,93.0,88.0,94.5,False,True,1.0,True,1.5,True,2.0,True,-5.0,True,False,4,95.0,AdaBN,2.0
lee2019,34,CSPNet,48.0,45.0,46.0,50.0,50.0,True,False,-1.0,False,4.0,False,2.0,False,4.0,False,True,0,50.0,TENT,4.0
lee2019,34,Conformer,57.0,55.0,50.5,51.0,55.0,True,False,4.5,False,4.5,False,6.5,False,0.5,False,True,0,57.0,AdaBN,6.5
lee2019,34,EEGNet,46.0,48.5,51.0,46.5,45.0,True,False,-2.5,False,-6.0,False,-5.0,False,-4.5,False,True,0,48.5,EA,-2.5
lee2019,35,CSPNet,52.0,54.0,50.5,58.0,54.5,True,False,3.5,False,4.0,False,1.5,False,7.5,False,True,0,58.0,Snapshot,7.5
lee2019,35,Conformer,56.5,49.5,50.0,58.5,50.5,True,False,-0.5,False,0.5,False,6.5,False,8.5,False,True,0,58.5,Snapshot,8.5
lee2019,35,EEGNet,50.5,55.0,55.0,54.5,55.0,True,False,0.0,False,0.0,False,-4.5,False,-0.5,False,True,0,55.0,EA,0.0
lee2019,36,CSPNet,94.0,95.0,92.5,95.5,95.5,False,True,2.5,True,3.0,True,1.5,True,3.0,True,False,4,95.5,TENT,3.0
lee2019,36,Conformer,96.0,96.0,88.5,95.0,95.5,False,True,7.5,True,7.0,True,7.5,True,6.5,True,False,4,96.0,EA,7.5
lee2019,36,EEGNet,94.5,94.5,88.5,95.0,94.5,False,True,6.0,True,6.0,True,6.0,True,6.5,True,False,4,95.0,Snapshot,6.5
lee2019,37,CSPNet,97.0,96.0,96.5,96.0,96.0,False,True,-0.5,True,-0.5,True,0.5,True,-0.5,True,False,4,97.0,AdaBN,0.5
lee2019,37,Conformer,97.0,94.5,97.5,96.0,97.5,False,True,-3.0,True,0.0,True,-0.5,True,-1.5,True,False,4,97.5,TENT,0.0
lee2019,37,EEGNet,96.5,96.5,96.0,97.5,97.5,False,True,0.5,True,1.5,True,0.5,True,1.5,True,False,4,97.5,TENT,1.5
lee2019,38,CSPNet,58.0,57.5,61.5,60.5,54.5,True,False,-4.0,False,-7.0,False,-3.5,False,-1.0,False,True,0,60.5,Snapshot,-1.0
lee2019,38,Conformer,61.5,57.5,60.5,60.0,60.0,True,False,-3.0,False,-0.5,False,1.0,False,-0.5,False,True,0,61.5,AdaBN,1.0
lee2019,38,EEGNet,60.5,64.5,64.5,64.0,66.0,True,False,0.0,False,1.5,False,-4.0,False,-0.5,False,True,0,66.0,TENT,1.5
lee2019,39,CSPNet,87.0,87.0,82.5,84.5,82.5,False,True,4.5,True,0.0,True,4.5,True,2.0,True,False,4,87.0,EA,4.5
lee2019,39,Conformer,85.5,79.5,82.0,84.0,81.5,False,True,-2.5,True,-0.5,True,3.5,True,2.0,True,False,4,85.5,AdaBN,3.5
lee2019,39,EEGNet,85.5,87.0,82.5,80.5,88.0,False,True,4.5,True,5.5,True,3.0,True,-2.0,True,False,4,88.0,TENT,5.5
lee2019,40,CSPNet,61.0,69.0,60.0,65.0,64.0,True,False,9.0,False,4.0,False,1.0,False,5.0,False,True,0,69.0,EA,9.0
lee2019,40,Conformer,64.0,62.0,65.5,62.5,53.0,True,False,-3.5,False,-12.5,False,-1.5,False,-3.0,False,True,0,64.0,AdaBN,-1.5
lee2019,40,EEGNet,62.0,63.0,63.0,58.5,63.0,True,False,0.0,False,0.0,False,-1.0,False,-4.5,False,True,0,63.0,EA,0.0
lee2019,41,CSPNet,59.5,59.5,56.5,63.0,58.0,True,False,3.0,False,1.5,False,3.0,False,6.5,False,True,0,63.0,Snapshot,6.5
lee2019,41,Conformer,58.5,60.5,54.5,58.5,57.0,True,False,6.0,False,2.5,False,4.0,False,4.0,False,True,0,60.5,EA,6.0
lee2019,41,EEGNet,56.5,54.5,53.5,51.5,52.5,True,False,1.0,False,-1.0,False,3.0,False,-2.0,False,True,0,56.5,AdaBN,3.0
lee2019,42,CSPNet,69.5,70.5,68.5,71.0,72.0,True,True,2.0,True,3.5,False,1.0,True,2.5,True,False,3,72.0,TENT,3.5
lee2019,42,Conformer,70.0,67.5,66.5,65.5,72.0,True,False,1.0,True,5.5,True,3.5,False,-1.0,True,False,2,72.0,TENT,5.5
lee2019,42,EEGNet,72.5,72.5,68.5,68.5,72.0,True,True,4.0,True,3.5,True,4.0,False,0.0,True,False,3,72.5,EA,4.0
lee2019,43,CSPNet,75.5,74.5,72.5,77.5,75.5,False,True,2.0,True,3.0,True,3.0,True,5.0,True,False,4,77.5,Snapshot,5.0
lee2019,43,Conformer,71.5,77.5,74.5,74.5,64.0,False,True,3.0,False,-10.5,True,-3.0,True,0.0,True,False,3,77.5,EA,3.0
lee2019,43,EEGNet,68.5,67.0,68.0,71.0,64.0,True,False,-1.0,False,-4.0,False,0.5,True,3.0,True,False,1,71.0,Snapshot,3.0
lee2019,44,CSPNet,92.5,87.0,91.5,89.5,85.0,False,True,-4.5,True,-6.5,True,1.0,True,-2.0,True,False,4,92.5,AdaBN,1.0
lee2019,44,Conformer,91.0,85.5,85.5,79.5,82.5,False,True,0.0,True,-3.0,True,5.5,True,-6.0,True,False,4,91.0,AdaBN,5.5
lee2019,44,EEGNet,92.0,88.0,85.0,90.5,90.0,False,True,3.0,True,5.0,True,7.0,True,5.5,True,False,4,92.0,AdaBN,7.0
lee2019,45,CSPNet,77.0,77.0,81.0,77.5,79.0,False,True,-4.0,True,-2.0,True,-4.0,True,-3.5,True,False,4,79.0,TENT,-2.0
lee2019,45,Conformer,81.0,84.0,77.5,78.5,79.5,False,True,6.5,True,2.0,True,3.5,True,1.0,True,False,4,84.0,EA,6.5
lee2019,45,EEGNet,77.5,79.0,79.0,76.5,79.0,False,True,0.0,True,0.0,True,-1.5,True,-2.5,True,False,4,79.0,EA,0.0
lee2019,46,CSPNet,76.5,74.5,78.0,76.5,77.0,False,True,-3.5,True,-1.0,True,-1.5,True,-1.5,True,False,4,77.0,TENT,-1.0
lee2019,46,Conformer,75.5,74.0,73.5,72.0,74.5,False,True,0.5,True,1.0,True,2.0,True,-1.5,True,False,4,75.5,AdaBN,2.0
lee2019,46,EEGNet,75.5,73.5,70.0,72.0,77.0,False,True,3.5,True,7.0,True,5.5,True,2.0,True,False,4,77.0,TENT,7.0
lee2019,47,CSPNet,79.0,76.5,70.5,78.5,77.5,False,True,6.0,True,7.0,True,8.5,True,8.0,True,False,4,79.0,AdaBN,8.5
lee2019,47,Conformer,72.0,72.5,57.0,74.0,72.5,True,True,15.5,True,15.5,True,15.0,True,17.0,True,False,4,74.0,Snapshot,17.0
lee2019,47,EEGNet,74.0,74.0,63.0,74.5,76.0,True,True,11.0,True,13.0,True,11.0,True,11.5,True,False,4,76.0,TENT,13.0
lee2019,48,CSPNet,58.0,58.5,52.0,56.5,56.0,True,False,6.5,False,4.0,False,6.0,False,4.5,False,True,0,58.5,EA,6.5
lee2019,48,Conformer,57.0,55.5,51.0,59.5,56.0,True,False,4.5,False,5.0,False,6.0,False,8.5,False,True,0,59.5,Snapshot,8.5
lee2019,48,EEGNet,54.5,58.0,53.0,56.5,57.0,True,False,5.0,False,4.0,False,1.5,False,3.5,False,True,0,58.0,EA,5.0
lee2019,49,CSPNet,73.5,68.0,61.0,76.0,72.5,True,False,7.0,True,11.5,True,12.5,True,15.0,True,False,3,76.0,Snapshot,15.0
lee2019,49,Conformer,75.5,67.5,67.0,64.0,70.5,True,False,0.5,True,3.5,True,8.5,False,-3.0,True,False,2,75.5,AdaBN,8.5
lee2019,49,EEGNet,75.0,67.5,71.0,66.5,73.0,False,False,-3.5,True,2.0,True,4.0,False,-4.5,True,False,2,75.0,AdaBN,4.0
lee2019,50,CSPNet,55.0,51.0,49.5,56.5,58.0,True,False,1.5,False,8.5,False,5.5,False,7.0,False,True,0,58.0,TENT,8.5
lee2019,50,Conformer,57.0,54.5,57.5,56.5,53.0,True,False,-3.0,False,-4.5,False,-0.5,False,-1.0,False,True,0,57.0,AdaBN,-0.5
lee2019,50,EEGNet,53.5,54.5,50.5,51.0,60.0,True,False,4.0,False,9.5,False,3.0,False,0.5,False,True,0,60.0,TENT,9.5
lee2019,51,CSPNet,63.0,68.5,56.5,66.0,66.5,True,False,12.0,False,10.0,False,6.5,False,9.5,False,True,0,68.5,EA,12.0
lee2019,51,Conformer,63.5,58.5,61.5,63.0,62.5,True,False,-3.0,False,1.0,False,2.0,False,1.5,False,True,0,63.5,AdaBN,2.0
lee2019,51,EEGNet,67.0,66.0,62.0,64.5,64.0,True,False,4.0,False,2.0,False,5.0,False,2.5,False,True,0,67.0,AdaBN,5.0
lee2019,52,CSPNet,65.5,65.5,66.5,72.5,68.5,True,False,-1.0,False,2.0,False,-1.0,True,6.0,True,False,1,72.5,Snapshot,6.0
lee2019,52,Conformer,71.5,62.0,61.5,71.0,62.5,True,False,0.5,False,1.0,True,10.0,True,9.5,True,False,2,71.5,AdaBN,10.0
lee2019,52,EEGNet,71.5,64.0,67.5,73.0,66.5,True,False,-3.5,False,-1.0,True,4.0,True,5.5,True,False,2,73.0,Snapshot,5.5
lee2019,53,CSPNet,61.0,64.0,62.0,67.0,59.5,True,False,2.0,False,-2.5,False,-1.0,False,5.0,False,True,0,67.0,Snapshot,5.0
lee2019,53,Conformer,66.0,63.0,66.5,62.0,65.0,True,False,-3.5,False,-1.5,False,-0.5,False,-4.5,False,True,0,66.0,AdaBN,-0.5
lee2019,53,EEGNet,64.0,66.0,65.5,60.0,64.0,True,False,0.5,False,-1.5,False,-1.5,False,-5.5,False,True,0,66.0,EA,0.5
lee2019,54,CSPNet,64.0,61.5,58.0,62.0,61.5,True,False,3.5,False,3.5,False,6.0,False,4.0,False,True,0,64.0,AdaBN,6.0
lee2019,54,Conformer,65.0,65.0,54.5,59.0,63.0,True,False,10.5,False,8.5,False,10.5,False,4.5,False,True,0,65.0,EA,10.5
lee2019,54,EEGNet,64.0,62.5,59.5,62.5,62.5,True,False,3.0,False,3.0,False,4.5,False,3.0,False,True,0,64.0,AdaBN,4.5
